station_name,station_id
SOKODE,653610-99999
ATAKPAME/AKPAKA,653760-99999
TABLIGBO,653800-99999
GNASSINGBE EYADEMA INTL,653870-99999
KOTOKA INTL,654720-99999
DORI,655010-99999
OUAHIGOUYA,655020-99999
OUAGADOUGOU,655030-99999
DEDOUGOU,655050-99999
FADA N'GOURMA,655070-99999
BOBO DIOULASSO,655100-99999
BOROMO,655160-99999
PO,655180-99999
GAOUA,655220-99999
ODIENNE,655280-99999
KORHOGO,655360-99999
BONDOUKOU/SOKO,655450-99999
MAN,655480-99999
BOUAKE,655550-99999
GAGNOA,655570-99999
DALOA,655600-99999
DIMBOKRO CITY,655620-99999
YAMOUSSOUKRO,655630-99999
ABIDJAN FELIX HOUPHOUET BOIGN,655780-99999
ADIAKE,655850-99999
TABOU,655920-99999
SAN PEDRO,655940-99999
SASSANDRA/DREWIN,655990-99999
MONROVIA ROBERTS INTL,656600-99999
PRINCE SAID IBRAHIM            -,670020-99999
DZAOUDZI PAMANDZI              -,670050-99999
ARRACHART                      -,670090-99999
FASCENE                        -,670120-99999
SAMBAVA                        -,670230-99999
PHILIBERT TSIRANANA            -,670270-99999
IVATO                          -,670830-99999
TOAMASINA                      -,670950-99999
MORONDAVA                      -,671170-99999
FIANARANTSOA                   -,671370-99999
MANANJARY                      -,671430-99999
FARAFANGANA                    -,671570-99999
TOLIARA                        -,671610-99999
TOLAGNARO                      -,671970-99999
PEMBA                          -,672150-99999
LICHINGA                       -,672170-99999
NAMPULA                        -,672370-99999
TETE                           -,672610-99999
QUELIMANE                      -,672830-99999
CHIMOIO                        -,672950-99999
BEIRA                          -,672970-99999
INHAMBANE                      -,673230-99999
MAPUTO                         -,673410-99999
LUSAKA INTL                    -,676650-99999
KARIBA INTL                    -,677610-99999
KAROI                          -,677650-99999
ROBERT GABRIEL MUGABE INTL /   -,677750-99999
MOUNT DARWIN                   -,677790-99999
MUTOKO                         -,677810-99999
VICTORIA FALLS INTL            -,678430-99999
HWANGE NATIONAL PARK           -,678530-99999
GOKWE                          -,678610-99999
GWERU THORNHILL                -,678670-99999
RUSAPE                         -,678810-99999
J M NKOMO INTL / BULAWAYO      -,679650-99999
WEST NICHOLSON                 -,679690-99999
MASVINGO INTL                  -,679750-99999
BUFFALO RANGE                  -,679770-99999
CHIPINGE                       -,679830-99999
BEITBRIDGE                     -,679910-99999
EROS                           -,680020-99999
GROOTFONTEIN                   -,680140-99999
RUNDU                          -,680180-99999
GHANZI                         -,680240-99999
KASANE                         -,680290-99999
PANDAMATENGA                   -,680300-99999
MAUN                           -,680320-99999
SUA PAN                        -,680380-99999
LETLHAKANE                     -,680400-99999
P.G. MATANTE INTERNATIONAL AI  -,680540-99999
SELEBI-PHIKWE                  -,680700-99999
WALVIS BAY                     -,680980-99999
WALVIS BAY (PELICAN POINT)     -,681040-99999
WINDHOEK/EROS(SAAF)            -,681100-99999
HOSEA KUTAKO INTL              -,681120-99999
MAHALAPYE                      -,681480-99999
LEPHALALE / ELLISRAS AIRFIELD  -,681550-99999
POLOKWANE                      -,681740-99999
THOHOYANDOU                    -,681830-99999
JWANENG                        -,682340-99999
SIR SERETSE KHAMA INTL         -,682400-99999
PRETORIA(MET)                  -,682620-99999
PRETORIA/IRENE                 -,682630-99999
LANSERIA                       -,682635-99999
ERMELO                         -,682670-99999
JOHANNESBURG BARAGWANATH       -,682672-99999
SPRINGS                        -,682674-99999
PIETERSBURG                    -,682677-99999
NELSPRUIT                      -,682890-99999
HOEDSPRUIT AFB                 -,682900-99999
KRUGER MPUMALANGA INTL         -,682904-99999
LUDERITZ (DIAZ POINT)          -,683000-99999
VEREENIGING                    -,683007-99999
KEETMANSHOOP                   -,683120-99999
TSABONG                        -,683280-99999
WELKOM                         -,683450-99999
P C PELSER                     -,683470-99999
JOHANNESBURG INTL              -,683680-99999
MATSAPHA                       -,683960-99999
ALEXANDER BAY                  -,684030-99999
UPINGTON                       -,684240-99999
KIMBERLEY                      -,684380-99999
BLOEMFONTEIN INTL              -,684420-99999
BETHLEHEM                      -,684610-99999
GREYTOWN                       -,684870-99999
PRINCE MANGOSUTHU BUTHELEZI    -,684930-99999
CAPE ST. LUCIA                 -,684960-99999
SPRINGBOK                      -,685120-99999
DEAAR(UA)                      -,685380-99999
PORT EDWARD                    -,685870-99999
DURBAN INTL                    -,685880-99999
MARGATE                        -,685910-99999
VIRGINIA                       -,685930-99999
CALVINIA                       -,686180-99999
MTHATHA                        -,686680-99999
LANGEBAANWEG AFB               -,687140-99999
PORTERVILLE                    -,687170-99999
BEAUFORT WEST                  -,687270-99999
BHISHO                         -,687520-99999
CAPE TOWN INTL                 -,688160-99999
CAPE TOWN - PORTNET            -,688170-99999
WORCESTER                      -,688210-99999
GEORGE                         -,688280-99999
PORT ELIZABETH INTL            -,688420-99999
EAST LONDON                    -,688580-99999
GOUGH ISLAND                   -,689060-99999
CAPE POINT                     -,689160-99999
HERMANUS                       -,689180-99999
MOSSEL BAY (LGT-H)             -,689280-99999
PLETTENBERG BAY                -,689310-99999
MARION ISLAND                  -,689940-99999
TWENTY NINE PALMS,690150-93121
ABILENE DYESS AFB,690190-13910
ABERDEEN PVNG GRND,691174-99999
DRAUGHON RANGE,691464-99999
PORTAGE GLACIER,700001-26492
W POST-WILL ROGERS MEMORIAL A,700260-27502
WAINWRIGHT AIRPORT,700300-27503
BUCKLAND AIRPORT,700632-26645
UGNU-KUPRAUK AIRPORT,700634-27408
PRUDHOE BAY,700636-27405
DEADHORSE AIRPORT,700637-27406
BARTER ISLAND AIRPORT,700860-27401
CAPE LISBURNE AFS,701040-99999
POINT HOPE AIRPORT,701043-99999
RED DOG AIRPORT,701045-26649
TIN CITY AFS,701170-99999
SHISHMAREF/NEW AIRPORT,701195-26625
BOB BARKER MEMORIAL AIRPORT,701196-00102
POINT LAY LRRS AIRPORT,701210-26624
RALPH WIEN MEMORIAL AIRPORT,701330-26616
DEERING AIRPORT,701333-26643
NOATAK AIRPORT,701335-26648
KIVALINA AIRPORT,701486-26642
UMIAT,701620-26508
ANAKTUVUK PASS AIRPORT,701625-26542
AMBLER AIRPORT,701718-26551
INDIAN MOUNTAIN AFS,701730-99999
BETTLES AIRPORT,701740-26533
CHANDALAR LAKE,701745-99999
RALPH M CALHOUN MEML ARPT,701780-26529
FORT YUKON AIRPORT,701940-26413
ARCTIC VILLAGE AIRPORT,701945-46405
EAGLE AIRPORT,701975-26422
CAPE DARBY REMOT COM OUTLT,701995-26628
NOME AIRPORT,702000-26617
ST MARYS,702005-99999
KALTAG AIRPORT,702006-26502
MOSES POINT,702031-26620
SAVOONGA AIRPORT,702035-26704
GAMBELL AIRPORT,702040-26703
NORTHEAST CAPE,702060-26632
UNALAKLEET AIRPORT,702070-26627
ANVIK AIRPORT,702075-26644
EMMONAK,702084-99999
CAPE ROMANZOFF AFS,702120-26633
HOOPER BAY AIRPORT,702186-26651
BETHEL AIRPORT,702190-26615
GALENA AIRPORT,702220-26501
GALENA A.,702220-99999
KOYUK AIRPORT,702223-26602
MCGRATH AIRPORT,702310-26510
TATALINA LRRS,702315-99999
ANIAK AIRPORT,702320-26516
WASILLA AIRPORT,702325-26443
SPARREVOHN AFS,702350-99999
MINCHUMINA,702460-26512
PUNTILLA,702490-99999
HAYES RIVER AIRPORT,702495-99999
TALKEETNA AIRPORT,702510-26528
SKWENTNA AIRPORT,702550-26514
KENAI MUNICIPAL AIRPORT,702590-26523
SOLDOTNA AIRPORT,702595-26559
NENANA MUNICIPAL AIRPORT,702600-26435
CHULITNA,702606-96401
CHULITNA AIRPORT,702606-99999
HOONAH SEAPLANE BASE,702607-99999
FAIRBANKS INTERNATIONAL,702610-26411
WAINWRIGHT AAF,702615-99999
NIKOLAI AIRPORT,702625-00104
PILOT POINT,702626-99999
RUBY AIRPORT,702627-26561
MARSHALL DON HUNTER SR AIRPOR,702628-00105
MCKINLEY NATIONAL PARK AIRPOR,702645-46403
HEALY RIVER AIRPORT,702647-99999
FAIRBANKS/EIELSON A,702650-99999
ALLEN ARMY AIRFIELD,702670-26415
PAXSON,702675-99999
ATQASUK EDWARD BURNELL SR. ME,702685-27518
KIPNUK AIRPORT,702686-00106
NEW STUYAHOK AIRPORT,702697-00107
FT. RICHARDSON/BRYANT AHP  AK,702700-99999
GULKANA AIRPORT,702710-26425
SKELTON AIRPORT,702715-46407
SELAWIK,702717-99999
ANCHORAGE/ELMENDORF,702720-99999
LAKE HOOD SEAPLANE BASE,702725-26491
TED STEVENS ANCHORAGE INTL,702730-26451
MERRILL FIELD AIRPORT,702735-26409
PALMER MUNICIPAL AIRPORT,702740-25331
PALMER,702740-99999
BIRCHWOOD AIRPORT,702746-26497
NATIONAL WEATHER SERVICE OFFI,702750-26442
MCCARTHY,702755-99999
VALDEZ PIONEER FIEL,702756-99999
WHITTIER,702757-99999
ALPINE AIRSTRIP,702758-27517
SEWARD AIRPORT,702770-26438
SEWARD,702770-99999
NORTHWAY AIRPORT,702910-26412
SLANA AIRPORT,702915-99999
M.K.(MUDHOLE) SMITH ARPT,702960-26410
BIG RIVER LAKE,702986-99999
CAPE NEWENHAM AFS,703050-99999
HOLY CROSS AIRPORT,703051-26521
KALSKAG AIRPORT,703052-26652
RUSSIAN MISSION AIRPORT,703053-26654
SCAMMON BAY AIRPORT,703054-00108
MANOKOTAK AIRPORT,703055-00109
MOUNTAIN VILLAGE AIRPORT,703056-26635
TOKSOOK BAY AIRPORT,703057-26653
NELSON LAGOON AIRPORT,703058-00110
KING COVE,703059-99999
IGIUGIG AIRPORT,703061-25521
ST PAUL ISLAND AIRPORT,703080-25713
COLD BAY AIRPORT,703160-25624
SAND POINT,703165-99999
DILLINGHAM MUNI,703210-99999
KING SALMON AIRPORT,703260-25503
PORT HEIDEN,703330-99999
CHIGNIK AIRPORT,703333-25518
EGEGIK AIRPORT,703334-25519
ILIAMNA AIRPORT,703400-25506
PORT ALSWORTH AIR,703406-99999
SLEETMUTE AIRPORT,703407-26553
HOMER AIRPORT,703410-25507
MIDDLETON ISLAND METEOROLOGY,703430-25402
KODIAK AIRPORT,703500-25501
PLATINUM AIRPORT,703605-25604
TOGIAK AIRPORT,703606-25629
YAKUTAT AIRPORT,703610-25339
SKAGWAY AIRPORT,703620-25335
SELDOVIA AIRPORT,703621-25516
HAINES BOAT HARBOR,703625-99999
HAINES,703626-25323
NUIQSUT AIRPORT,703644-27515
HUSLIA AIRPORT,703655-26552
GUSTAVUS,703670-25322
SITKA ROCKY GUTIERREZ ARPT,703710-25333
JUNEAU INTERNATIONAL,703810-25309
ELFIN COVE SEAPLANE,703817-99999
ANGOON SEAPLANE BASE,703830-25310
ST. GEORGE AIRPORT,703835-25628
KAKE AIRPORT,703855-25369
KAKE,703855-99999
JAMES A JOHNSON AIRPORT,703860-25329
WRANGELL,703870-99999
HYDABURG SEAPLANE BASE,703884-25376
PORT ALEXANDER,703886-99999
KLAWOCK AIRPORT,703894-25367
KETCHIKAN INTL AIRPORT,703950-25325
ANNETTE ISLAND AIRPORT,703980-25308
METLAKATLA SEAPLANE BASE,703985-25377
EARECKSON AS,704140-99999
ADAK NAS,704540-25704
NIKOLSKI,704820-25626
DUTCH HARBOR,704890-99999
STEFANSSON ISLAND  NU,710170-99999
RESOLUTE CS,710180-99999
YOHIN  NWT,710200-99999
DEADMEN VALLEY  NWT,710210-99999
JIMMY LAKE,710230-99999
FORT VERMILION,710240-99999
MEDICINE HAT RCS,710260-99999
MAPLE PLAINS,710267-99999
INGONISH BEACH CS,710270-99999
TATLAYOKO LAKE RCS  BC,710280-99999
GRAND MANAN SAR CS,710300-99999
DISCOVERY ISLAND,710310-99999
CHETWYND,710348-99999
MAKKOVIK,710349-99999
GOLDEN,710354-99999
EKATI,710356-99999
DELINE,710358-99999
LAC MEMPHREMAGOG,710359-99999
POINT ATKINSON,710370-99999
GILLAM,710377-99999
CARMACKS CS,710390-99999
LATERRIERE  QUE,710400-99999
LUNENBURG,710415-99999
NORMAN WELLS,710430-99999
FORT GOOD HOPE,710435-99999
TESLIN (AUT)  YT,710450-99999
TESLIN,710455-99999
KOMAKUK BEACH,710460-99999
ACADIA VALLEY,710480-99999
PUNTZI MOUNTAIN (AUT)  BC,710500-99999
MANYBERRIES AGCM,710510-99999
MARATHON,710514-99999
STORM HILLS,710520-99999
COLVILLE LAKE  NWT,710550-99999
DAWSON CREEK,710563-99999
CROKER RIVER,710590-99999
NORDEGG CS  ALTA,710600-99999
BARRHEAD CS,710610-99999
VIOLET GROVE CS  ALTA,710620-99999
OTTAWA CDA RCS  ONT,710630-99999
FORT RESOLUTION,710633-99999
CAPE PEEL WEST,710640-99999
PEACE RIVER,710680-99999
SLAVE LAKE,710690-99999
WHALE COVE AIRPORT,710735-99999
ISACHSEN (AUT)  NU,710740-99999
COLLINS BAY  SASK,710750-99999
BUFFALO NARROWS,710774-99999
THOMPSON,710790-99999
HALL BEACH,710810-99999
IGLOOLIK AIRPORT,710814-99999
ALERT UA,710820-99999
RANKIN INLET,710830-99999
HAT ISLAND,710840-99999
FORT PROVIDENCE  NWT,710870-99999
ROWLEY ISLAND,710880-99999
CLYDE RIVER,710900-99999
LONGSTAFF BLUFF,710910-99999
DEWAR LAKES,710920-99999
CAPE HOOPER,710930-99999
PANGNIRTUNG,710934-99999
REPULSE BAY,710944-99999
POND INLET,710950-99999
BROUGHTON ISLAND,710960-99999
QIKIQTARJUAQ,710964-99999
BREVOORT ISLAND,710970-99999
FORT SEVERN,710990-99999
SANDSPIT AWOS  BC,711010-99999
RIVERCOURSE AGCM,711020-99999
QUESNEL,711030-99999
WILLIAMS LAKE,711040-99999
ROLLING HILLS AGCM,711050-99999
TOFINO AIRPORT,711060-94234
CAPE ST JAMES CS,711070-25342
ABBOTSFORD,711080-99999
PORT HARDY,711090-99999
ST LAWRENCE,711100-99999
AGASSIZ CS,711130-99999
ONEFOUR CDA  ALTA,711160-99999
WAINWRIGHT CFB AIRFIELD 21  A,711180-99999
COLD LAKE,711200-99999
EDMONTON/NAMAO(MIL),711210-99999
BANFF (MARS),711226-99999
EDMONTON VILLENEUVE,711233-99999
MEADOW LAKE  A,711250-99999
KINDERSLEY,711290-99999
NIPAWIN AIRPORT,711300-99999
EASTEND CYPRESS (AUT)  SASK,711310-99999
STONY RAPIDS ARPT,711320-99999
SPIRITWOOD WEST  SASK,711330-99999
ROCKGLEN (AUT)  SASK,711350-99999
VAL MARIE SOUTHEAST,711370-99999
YORKTON MUNI,711380-99999
CYPRESS HILLS PARK  SASK,711390-99999
BRANDON MUNI,711400-99999
OAKPOINT MARINE  MAN,711440-99999
CARMAN U OF M CS  MAN,711470-99999
PILOT MOUND (AUT),711480-99999
MC CREARY,711490-99999
SHOAL LAKE CS  MAN,711500-99999
BURGEO NL,711520-99999
CARDSTON  ALTA,711530-99999
WATERTON PARK GATE,711540-99999
EDMONTON INTERNATIONAL CS  AL,711550-99999
EDSON CLIMATE,711560-99999
BERENS RIVER CS  MAN,711580-99999
FORT RELIANCE (AUT)  NWT,711600-99999
BROCKVILLE CLIMATE,711610-99999
INNER WHALEBACKS  NWT,711620-99999
WHATI NT,711630-99999
LITTLE CHICAGO  NWT,711640-99999
REA LAKES,711650-99999
TROUT LAKE  NWT,711660-99999
CARBERRY CS,711700-99999
VINELAND STATION RCS  ONT,711710-99999
PARRY SOUND CCG  ONT,711720-99999
CAPE KIGLAPAIT,711770-99999
BONAVISTA RCS,711780-99999
TUKIALIK BAY,711790-99999
WRECKHOUSE,711800-99999
DANIELS HARBOUR   NFLD,711850-99999
CAP- ROUGE  QUE,711860-99999
GASPE,711880-99999
POINTE CLAVEAU  QUE,711890-99999
POINTE DE L'ISLET  QUE,711900-99999
POOLS ISLAND,711966-99999
PORT AUX BASQUES,711970-99999
LAC SAINT- PIERRE  QUE,711980-99999
VANCOUVER HARBOUR CS  BC,712010-99999
ROSALIND AGCM,712020-99999
BELLA COOLA,712060-99999
SQUAMISH   BC,712070-99999
POWELL RIVER,712081-99999
SANDHEADS CS,712090-99999
HOWE SOUND - PAM ROC,712110-99999
FORET MONTMORENCY RCS  QUE,712120-99999
BODO AGDM  ALTA,712140-99999
OSOYOOS CS  BC,712150-99999
NAKUSP CS  BC,712160-99999
SALMON ARM CS  BC,712180-99999
HOLLAND ROCK  BC,712190-99999
LUCY ISLAND LIGHTSTATION,712200-99999
CLEARDALE AGDM  ALTA,712210-99999
CONSORT AGDM  ALTA,712230-99999
DEL BONITA AGDM  ALTA,712240-99999
FOREMOST AGDM  ALTA,712250-99999
HIGH PRAIRIE AGDM  ALTA,712260-99999
HOLDEN AGDM  ALTA,712270-99999
KILLAM AGDM  ALTA,712280-99999
MANNING AGDM  ALTA,712290-99999
BOW ISLAND,712310-99999
BOW VALLEY  ALTA,712320-99999
BRETON PLOTS  ALTA,712330-99999
CLARESHOLM,712340-99999
COP UPPER  ALTA,712350-99999
CROWSNEST  ALTA,712360-99999
DRUMHELLER EAST  ALTA,712370-99999
ELK ISLAND NAT PARK  ALTA,712380-99999
ESTHER 1  ALTA,712400-99999
LACOMBE CDA 2  ALTA,712420-99999
LETHBRIDGE CDA,712430-99999
MILK RIVER  ALTA,712440-99999
NAKISKA RIDGETOP  ALTA,712450-99999
RED EARTH  ALTA,712460-99999
SUNDRE A  ALTA,712480-99999
THREE HILLS,712490-99999
VAUXHALL CDA CS  ALTA,712510-99999
WILLOW CREEK 1  ALTA,712520-99999
GARDEN RIVER  ALTA,712530-99999
CAMROSE  ALTA,712540-99999
MILDRED LAKE  ALTA,712550-99999
MORRIN AGDM  ALTA,712570-99999
OLDS AGDM  ALTA,712580-99999
POLLOCKVILLE AGDM  ALTA,712590-99999
SAULT STE MARIE,712600-99999
GODERICH  ONT,712610-99999
NIAGARA DISTRICT,712625-99999
SCHULER AGDM  ALTA,712690-99999
COLLINGWOOD  ONT,712700-99999
LOON LAKE,712730-99999
SMOKY LAKE AGDM  ALTA,712740-99999
ST. PAUL AGDM  ALTA,712750-99999
TWO HILLS AGDM  ALTA,712760-99999
VALLEYVIEW AGDM  ALTA,712770-99999
VERMILLION AGDM  ALTA,712780-99999
SEPT-ILES  QUE,712790-99999
GRENADIER ISLAND  ONT,712810-99999
LAGOON CITY  ONT,712820-99999
ABEE AGDM  ALTA,712850-99999
ANDREW AGDM  ALTA,712860-99999
ATMORE AGDM  ALTA,712870-99999
STETTLER AGDM  ALTA,712890-99999
CAMERON FALLS (AUT)  ONT,712910-99999
BANCROFT AUTO  ONT,712940-99999
EAR FALLS (AUT),712950-99999
HAMILTON RBG CS  ONT,712970-99999
HARROW CDA AUTO,712980-99999
KEMPTVILLE CS  ONT,713000-99999
KIRKLAND LAKE CS  ONT,713010-99999
POINT PELEE CS  ONT,713030-99999
RIDGETOWN RCS  ONT,713070-99999
TRACADIE  NS  NS,713080-99999
MOOSONEE RCS  ONT,713090-99999
ST. PETERS  PEI,713100-99999
NAPPAN AUTO  NS,713110-99999
HAVRE ST PIERRE,713130-99999
BARRIE-ORO,713140-99999
DEBERT,713170-99999
CHARLEVOIX (MRX),713190-99999
IQALUIT CLIMATE  NU,713210-99999
ARVIAT CLIMATE  NU,713220-99999
BEAUCEVILLE  QUE,713230-99999
HALIFAX WINDSOR PARK,713270-99999
BEDFORD BASIN,713290-99999
ISLAND FALLS (AUT)  SASK,713310-99999
KUGLUKTUK CLIMO,713320-99999
TADOULE LAKE CS  MAN,713340-99999
SAGLEK BAY,713350-99999
LA SCIE  NFLD,713370-99999
DAPP AGDM  ALTA,713400-99999
BROCKET AGDM  ALTA,713410-99999
OYEN AGDM  ALTA,713420-99999
WRENTHAM AGDM  ALTA,713430-99999
HUSSAR AGDM  ALTA,713440-99999
MASINASIN AGDM,713450-99999
BARNWELL AGDM  ALTA,713460-99999
FAIRVIEW AGDM  ALTA,713470-99999
PEORIA AGDM  ALTA,713480-99999
RICH LAKE AGDM  ALTA,713490-99999
HARRINGTON CDA CS  PEI,713500-99999
OLIVER AGDM  ALTA,713510-99999
ELORA RCS  ONT,713520-99999
PRENTISS ALBERTA  ALTA,713530-99999
MUNDARE AGDM  ALTA,713540-99999
ALERT CLIMATE  NU,713550-99999
BAKER LAKE CLIMATE  NU,713560-99999
FORT SMITH CLIMATE  NWT,713620-99999
GJOA HAVEN CLIMATE  NU,713630-99999
INUVIK CLIMATE  NWT,713640-99999
SHAWINIGAN CS  QUE,713700-99999
MONTREAL/ST HUBERT,713710-99999
L'ACADIE  QUE,713720-99999
FRELIGHSBURG  QUE,713730-99999
CAPE WHITTLE  QUE,713740-99999
ILE AUX PERROQUETS  QUE,713750-99999
ST JOVITE  QUE,713760-99999
STE ANNE DE BELLEVUE 1  QUE,713770-99999
LA TUQUE  QUE,713780-99999
NORMANDIN  QUE,713790-99999
MISTOOK  QUE,713810-99999
PARC DES LAURENTIDES  QUE,713820-99999
BONNARD 1  QUE,713830-99999
CAP TOURMENTE  QUE,713840-99999
ILE BICQUETTE  QUE,713850-99999
AMQUI  QUE,713860-99999
ONATCHIWAY  QUE,713870-99999
LA BAIE,713880-99999
DESCHAMBAULT CS  QUE,713890-99999
POINTE NOIRE CS  QUE,713900-99999
HIGH FALLS  QC,713910-99999
STE FOY (U. LAVAL)  QUE,713920-99999
HALIFAX INTL ARPT &,713953-99999
GREENWOOD,713970-99999
SEDALIA AGCM,713990-99999
BADGER (AUT)  NFLD,714000-99999
WARFIELD RCS,714010-99999
TWILLINGATE (AUT)  NFLD,714020-99999
BEAVER ISLAND (AUT)  NS,714030-99999
EGG ISLAND  ALTA,714040-99999
FEROLLE POINT (AUT)  NFLD,714060-99999
SAGONA ISLAND  NFLD,714080-99999
WESTERN HEAD  NS,714110-99999
EAST POINT (AUT)  PEI,714120-99999
SPONDIN AGCM,714130-99999
DUPRE AGCM,714140-99999
CARIBOU POINT (AUT)  NS,714150-99999
ENGLEE (AUT),714170-99999
ST PAUL ISLAND (AUT) - NS,714180-99999
HART ISLAND (AUT)  NS,714190-99999
LAC EON  QUE,714210-99999
HEATH POINT  QUE,714230-99999
ILE D'ORLEANS,714240-99999
CAP MADELEINE  QUE,714250-99999
ILE ROUGE  QUE,714260-99999
POINTE DES MONTS  QUE,714270-99999
CAP D'ESPOIR  QUE,714290-99999
POINT PETRE (AUT)  ONT,714300-99999
COBOURG (AUT)  ONT,714310-99999
PORT WELLER (AUT)  ONT,714320-99999
CARIBOU ISLAND (AUT)  ONT,714330-99999
PEAWANUCK (AUT),714340-99999
UPSALA (AUT)  ONT,714350-99999
BURLINGTON PIERS (AUT)  ONT,714370-99999
WESTERN ISLAND (AUT)  ONT,714380-99999
COVE ISLAND (AUT)  ONT,714390-99999
STANDARD AGCM,714400-99999
GRETNA (AUT)  MAN,714410-99999
FISHER BRANCH (AUT)  MAN,714420-99999
SWAN RIVER (AUT)  MAN,714430-99999
WASAGAMING  MAN,714440-99999
GEORGE ISLAND (AUT)  MAN,714450-99999
SWIFT CURRENT CDA  SASK,714460-99999
MELITA  MAN,714470-99999
PINAWA  MAN,714480-99999
SPRAGUE,714490-99999
SOUTHEND  SASK,714510-99999
WEYBURN  SASK,714520-99999
MAPLE CREEK  SASK,714530-99999
WASKESIU LAKE  SASK,714540-99999
LUCKY LAKE  SASK,714550-99999
MELFORT  SASK,714560-99999
BROOKS  ALTA,714570-99999
VEGREVILLE  ALTA,714580-99999
LEADER AIRPORT  SASK,714590-99999
KILLARNEY (AUT)  ONT,714600-99999
EAGLESHAM AGCM,714610-99999
GREAT DUCK ISLAND,714620-99999
PORT COLBORNE (AUT)  ONT,714630-99999
LONG POINT (AUT),714640-99999
ERIEAU (AUT)  ONT,714650-99999
SACHS HARBOUR CLIMATE  NWT,714670-99999
LUPIN CS  CS,714700-99999
KINDAKUN ROCKS (AUT)  BC,714720-99999
MASSET AIRPORT,714724-99999
SATURNA ISLAND  CS,714730-99999
VICTORIA HARBOUR,714735-99999
CLINTON,714740-99999
GREY ISLET (AUT),714760-99999
ROSE SPIT (AUT)  BC,714770-99999
SARTINE ISLAND (AUT),714780-99999
SOLANDER ISLAND (AUT)  BC,714790-99999
EVANSBURG2 AGCM AB,714810-99999
CATHEDRAL POINT (AUT)  BC,714820-99999
FORT ASSINIBOINE AGCM,714830-99999
BONILLA ISLAND (AUT)  BC,714840-99999
HERBERT ISLAND,714850-99999
JASPER WARDEN  ALTA,714860-99999
ASSINIBOIA AIRPORT  SASK,714870-99999
KEY LAKE A,714880-99999
ROBERTSON LAKE (AUT)  NU,714900-99999
TUKTUT NOGAIT  NWT,714920-99999
PARRSBORO,714930-99999
THETFORD MINES RCS,714940-99999
NEIR AGDM,714950-99999
SASKATOON RCS,714960-99999
LUPIN ARPT (SAWR),714963-99999
FORT LIARD  NWT,714970-99999
HERSCHEL ISLAND  YT,715010-99999
PELLY ISLAND  NWT,715020-99999
DELINE CS  NWT,715030-99999
HAINES JUNCTION,715050-99999
ROCK RIVER,715060-99999
TORONTO CITY  ONT,715080-99999
ROSETOWN EAST  SASK,715100-99999
WATROUS EAST  SASK,715110-99999
LONGUE POINTE DE MINGAN QUE,715120-99999
INDIAN HEAD CDA  SASK,715150-99999
CORONACH SPC  SASK,715160-99999
BLOOD TRIBE AGDM  ALTA,715170-99999
ENCHANT AGDM  ALTA,715180-99999
BOW ISLAND IRRIGATION AGDM,715190-99999
LAC BENOIT  QUE,715200-99999
MANOUANE EST  QUE,715210-99999
CHUTES DES PASSES  QUE,715220-99999
CHAMOUCHOUANE  QUE,715230-99999
L'ASSOMPTION  QUE,715240-99999
SEVEN PERSONS AGDM  ALTA,715250-99999
STRATHMORE AGDM  ALTA,715260-99999
IRON SPRINGS AGDM  ALTA,715280-99999
BORDEN,715340-99999
FINCASTLE AGDM  ALTA,715350-99999
RAYMOND AGDM  ALTA,715360-99999
ROSEMARY AGDM,715370-99999
WINDSOR,715380-99999
OUTLOOK PFRA  SASK,715510-99999
VICTORIA BEACH (AUT)  MAN,715520-99999
ROBLIN  MAN,715530-99999
POINTE-AU-PERE (INRS),715540-99999
STAVELY AAFC,715550-99999
LAST MOUNTAIN CS,715560-99999
ST ANTHONY  NFLD,715580-99999
EMERSON AUT  MAN,715600-99999
MORDEN CDA CS  MAN,715640-99999
LEEDALE AGDM,715650-99999
TOMAHAWK AGDM,715660-99999
LINDBERGH AGDM,715670-99999
FANNY ISLAND,715680-99999
BRATT'S LAKE UA  SASK,715690-99999
KELSEY DAM CS  MAN,715720-99999
DELHI CS  ONT,715730-99999
BATHURST,715740-99999
GIMLI HARBOUR CS  MAN,715770-99999
BEAUPORT  QUE,715780-99999
WINNIPEG THE FORKS  MAN,715790-99999
ALGONQUIN PARK EAST GATE,715810-99999
FORT MCMURRAY CS  ALTA,715850-99999
BERRY HILL,715880-99999
TERRA NOVA NAT PARK CS  NFLD,715890-99999
EDMUNSTON,715900-99999
MALAY FALLS,715901-99999
MCNABS ISLAND (AUT),715910-99999
ARCTIC BAY CS,715920-99999
GRAND ETANG,715971-99999
BAS CARAQUET  NB,715980-99999
KEJIMKUJIK 1  NS,715990-99999
SABLE ISLAND  NS,716000-99999
SHEARWATER,716010-99999
SHEARWATER JETTY,716015-99999
YARMOUTH,716030-99999
NORTH MOUNTAIN CS,716040-99999
ST.STEPHEN (AUT),716070-99999
SAINT JOHN,716090-99999
LENOXVILLE  QUE,716110-99999
MCTAVISH  QUE,716120-99999
STE CLOTHILDE  QUE,716140-99999
JONQUIERE  QUE,716170-99999
NEW CARLISLE 1  QUE,716190-99999
TRENTON,716210-99999
LONDON CS  ONT,716220-99999
LONDON,716230-99999
PETAWAWA,716250-99999
MONTREAL/TRUDEAU INT,716270-94792
KUUJJUARAPIK ARPT,716278-99999
GATINEAU,716279-99999
MUSKOKA,716300-99999
WIARTON A,716330-99999
