station_name,station_id
VIEWBANK (ARPNSA)              -,958740-99999
YARRAM AIRPORT                 -,958900-99999
ALBURY AEROPORT                -,958960-99999
MT BAW BAW                     -,959010-99999
THREDBO AWS                    -,959090-99999
MT MOORNAPA                    -,959130-99999
CABRAMURRA SMHEA               -,959160-99999
ORBOST                         -,959180-99999
MOUNT GININI                   -,959250-99999
MERIMBULA AIRPORT              -,959290-99999
BEGA AWS                       -,959310-99999
MORUYA AIRPORT                 -,959370-99999
PT PERPENDICULAR AWS           -,959400-99999
MOUNT READ                     -,959520-99999
LUNCHERON HILL FORESTRY        -,959560-99999
WYNYARD AIRPORT                -,959570-99999
SCOTTS PEAK DAM                -,959580-99999
LIAWENEE AWS                   -,959590-99999
DEVONPORT AIRPORT              -,959600-99999
LOW ROCKY POINT (AWS)          -,959610-99999
WARRA                          -,959620-99999
LOW HEAD                       -,959640-99999
CAPE BRUNY (CAPE BRUNY)        -,959670-99999
CRESSY RESEARCH STATION        -,959690-99999
CAMPANIA (KINKORA)             -,959720-99999
FINGAL (LEGGE STREET)          -,959740-99999
GROVE (RESEARCH STATION)       -,959770-99999
MT WELLINGTON                  -,959790-99999
ST HELENS AERODROME            -,959810-99999
SWAN ISLAND AWS                -,959850-99999
TASMAN ISLAND                  -,959860-99999
MARIA ISLAND (POINT LESUEUR)   -,959880-99999
MAIMUN SALEH,960010-99999
SRI AMAN / SIMANGGAN,960011-99999
MALIKUS SALEH,960090-99999
SULTAN ISKANDARMUDA,960110-99999
MEULABOH/CUT NYAK,960150-99999
MEDAN/BELAWAN,960330-99999
POLONIA,960350-99999
PINANG SORE,960730-99999
BINAKA,960750-99999
BATAM/HANG NADIM,960870-99999
KIJANG,960910-99999
SULTAN SYARIF KASIM II,961090-99999
TAREMPA,961450-99999
TABING,961630-99999
RENGAT/JAPURA ARPT,961710-99999
DABO,961790-99999
SULTAN MAHMUD BADARUDDIN II,962210-99999
PANGKALPINANG,962370-99999
H AS HANANDJOEDDIN,962490-99999
FATMAWATI SOEKARNO,962530-99999
RADIN INTEN II,962950-99999
BRUNEI INTL,963150-99999
KUCHING INTL,964130-99999
SIBU,964210-99999
BINTULU,964410-99999
MIRI,964490-99999
LABUAN,964650-99999
KOTA KINABALU INTL,964710-99999
KUDAT,964770-99999
TAWAU,964810-99999
SANDAKAN,964910-99999
TARAKAN/JUWATA,965090-99999
TANJUNG SELOR,965250-99999
KALIMARAU,965290-99999
PALOH,965350-99999
NANGAPINOH,965570-99999
SUSILO,965590-99999
PUTUSSIBAU/PAGSUMA,965650-99999
SUPADIO,965810-99999
MUARATEWE/BERINGIN,965950-99999
TEMINDUNG,966070-99999
RAHADI USMAN,966150-99999
SEPINGGAN,966330-99999
ISKANDAR,966450-99999
PALANGKA RAYA/TJILIK RIWUT,966550-99999
SYAMSUDIN NOOR,966850-99999
TANGERANG/BUDIARTO ARPT,967390-99999
JAKARTA/TANJUNG PRIOK,967410-99999
JAKARTA/KEMAYORAN,967430-99999
HALIM PERDANAKUSUMA INTL,967470-99999
SOEKARNO HATTA INTL,967490-99999
CIREBON/JATIWANGI,967910-99999
TEGAL,967970-99999
CILACAP,968050-99999
SEMARANG,968370-99999
AHMAD YANI INTL,968390-99999
SANGKAPURA (BAWEAN IS.),969250-99999
SURABAYA/PERAK,969330-99999
SURABAYA JUANDA,969350-99999
SURABAYA/GEDANGAN,969370-99999
KALIANGET (MADURA IS),969730-99999
BANYUWANGI,969870-99999
CHRISTMAS ISLAND               -,969950-99999
COCOS KEELING ISLAND           -,969960-99999
SAM RATULANGI,970140-99999
BITUNG,970160-99999
TOLI-TOLI/LALOS,970280-99999
JALALUDDIN,970480-99999
PALU/MUTIARA,970720-99999
BUBUNG,970860-99999
MAJENE,971200-99999
MASAMBA/ANDI JEMMA,971260-99999
HASANUDDIN,971800-99999
UJANG PANDANG/PAOTERE,971820-99999
BAU-BAU/BETO AMBIRI,971920-99999
BALI INTL,971925-99999
DENPASAR NGURAH RAI,972300-99999
MATARAM-LOMBOK INTL AIRPORT,972400-99999
SUMBAWA BESAR,972600-99999
MUHAMMAD SALAHUDDIN,972700-99999
RUTENG/SATAR TACIK,972840-99999
WAI OTI,973000-99999
LARANTUKA/GEWAYENTA,973100-99999
ALOR/MALI/KALABAHI,973200-99999
MAU HAU,973400-99999
EL TARI                        -,973720-99999
SABU/TARDAMU                   -,973800-99999
GALELA/GAMARMALAMU,974060-99999
BABULLAH,974300-99999
LABUHA/TALIABU,974600-99999
FRANS KAISIEPO,975600-99999
SERUI/YENDOSA,975700-99999
SARMI/ORAI,975800-99999
SANANA,976000-99999
FAK-FAK/TOREA,976300-99999
NAMLEA/BURU ISLAND,977000-99999
AMAHAI,977220-99999
PATTIMURA,977240-99999
GESER,977480-99999
NEIRA,977900-99999
KOKONAO/TIMUKA,977960-99999
TUAL/DUMATUBUN,978100-99999
SAUMLAKI,979000-99999
MOPAH,979800-99999
ITBAYAT,981320-99999
BASCO RADAR,981340-99999
BASCO,981350-99999
VIGAN,982220-99999
LAOAG INTL,982230-99999
APARRI,982320-99999
TUGUEGARAO,982330-99999
IBA/LUZON ISLAND,983240-99999
DAGUPAN,983250-99999
CLARK INTL,983270-99999
BAGUIO,983280-99999
MUNOZ,983290-99999
BALER,983330-99999
BALER RADAR,983340-99999
CASIGURAN,983360-99999
MANILA,984250-99999
SUBIC BAY WEATHER,984260-41231
TAYABAS,984270-99999
SANGLEY POINT,984280-41224
NINOY AQUINO INTL,984290-99999
SCIENCE GARDEN,984300-99999
CALAPAN/MINDORO ISL,984310-99999
AMBULONG,984320-99999
TANAY,984330-99999
INFANTA,984340-99999
ALABAT,984350-99999
DAET,984400-99999
LEGAZPI,984440-99999
VIRAC,984460-99999
CATANDUANES RADAR,984470-99999
ROMBLON,985360-99999
ROXAS,985380-99999
MASBATE,985430-99999
CATARMAN,985460-99999
CATBALOGAN,985480-99999
DANIEL Z ROMUALDEZ,985500-99999
BORONGAN,985530-99999
GUIUAN,985580-99999
PUERTO PRINCESA,986180-99999
ILOILO,986370-99999
DUMAGUETE,986420-99999
TAGBILARAN,986440-99999
MACTAN CEBU INTL,986460-99999
MAASIN,986480-99999
SURIGAO,986530-99999
DIPOLOG,987410-99999
LUMBIA AIRPORT,987470-99999
CAGAYAN DE ORO,987480-99999
MALAYBALAY,987510-99999
BUTUAN,987520-99999
FRANCISCO BANGOY INTL,987530-99999
HINATUAN,987550-99999
ZAMBOANGA INTL,988360-99999
CUBI POINT NAVAL AIR STATION,988510-41231
GEN. SANTOS,988510-99999
SHIP C7M/MIKE,990180-99999
NW HAWAII 170 NM WEST NORTHWE,992020-99999
GULF OF AK 88NM SOUTH OF KODI,992030-99999
MID GULF 180 NM SOUTH OF SOUT,992040-99999
HOTEL 200NM EAST OF CAPE MAY,992070-99999
BILOXI 22 NM SOUTH-SOUTHEAST,992120-99999
S HATTERAS - 250 NM EAST OF C,992150-99999
OREGON - 275NM WEST OF COOS B,992160-99999
S ALEUTIANS,992170-99999
N MICHIGAN- HALFWAY BETWEEN N,992180-99999
SE PAPA - 600NM WEST OF EUREK,992200-99999
WASHINGTON 315NM WEST OF ABER,992210-99999
MOORED BUOY 21002,992260-99999
MOORED BUOY 21004,992280-99999
ST GEORGES - 8NM WEST NORTHWE,992290-99999
MONTEREY - 27NM WEST OF MONTE,992410-99999
SW HAWAII 215 NM SOUTH SOUTHW,992430-99999
E GULF 260 NM SOUTH OF PANAMA,992440-99999
HALF MOON BAY - 24NM SOUTH SO,992480-99999
BODEGA BAY - 48NM NORTH NORTH,992490-99999
PT ARENA - 19NM NORTH OF POIN,992500-99999
PT ARGUELLO - 17NM WEST NORTH,992580-99999
SANTA MONICA BASIN - 33NM WES,992600-99999
W HAWAII 205 NM SOUTHWEST OF,992610-99999
SAN FRANCISCO - 18NM WEST OF,992640-99999
W GULF 240 NM SOUTH-SOUTHEAST,992710-99999
EEL RIVER - 17NM WEST-SOUTHWE,992740-99999
GULF OF MAINE 78 NM EAST OF P,992760-99999
PORTLAND 12 NM SOUTHEAST OF P,992780-99999
NANTUCKET 54NM SOUTHEAST OF N,992790-99999
SOUTHWEST PASS  LA,994010-99999
LAKE WORTH  FL,994050-99999
MT DESERT ROCK  ME,994060-99999
DESTRUCTION IS.  WA,994070-99999
FIVE FINGER  AK,994080-99999
PASSAGE ISLAND  MI,994090-99999
PORT ARANSAS  TX,994110-99999
ROCK OF AGES  MI,994130-99999
BUZZARDS BAY  MA,994140-99999
CAPE LOOKOUT  NC,994160-99999
SMITH ISLAND  WA,994180-99999
DEVILS ISLAND  WI,994190-99999
STANNARD ROCK  MI,994200-99999
POINT ARGUELLO  CA,994210-99999
VENICE  FL,994220-99999
FOLLY ISLAND  SC,994230-99999
DUNKIRK  NY,994250-99999
SABINE  TX,994260-99999
ISLE OF SHOALS  NH,994270-99999
NEWPORT  OR,994280-99999
TATOOSH ISLAND  WA,994300-99999
SHEBOYGAN  WI,994330-99999
SOUTH BASS ISLAND  OH,994340-99999
WEST POINT  WA,994350-99999
MATINICUS ROCK  ME,994370-99999
SETTLEMENT POINT  GBI,994390-99999
THOMAS POINT  MD,994400-99999
ST. AUGUSTINE  FL,994410-99999
DAUPHIN ISLAND  AL,994420-99999
SOMBRERO KEY  FL,994450-99999
FOWEY ROCKS  FL,994560-99999
SAND KEY  FL,994570-99999
CEDAR KEY,994640-99999
KEATON BEACH,994650-99999
POTATO POINT,994660-99999
MIDDLE ROCK LIGHT,994670-99999
BLIGH REEF LIGHT,994680-99999
AUGUSTINE ISLAND,994700-99999
MONAHANS 6 ENE,999999-03047
SOCORRO 20 N,999999-03048
MULESHOE 19 S,999999-03054
GOODWELL 2 E,999999-03055
MONTROSE 11 ENE,999999-03060
CORTEZ 8 SE,999999-03061
LOS ALAMOS 13 W,999999-03062
LA JUNTA 17 WSW,999999-03063
OAKLEY 19 SSW,999999-03067
BRONTE 11 NNE,999999-03072
LAS CRUCES 20 N,999999-03074
MCCLELLANVILLE 7 NE,999999-03728
ELKINS 21 ENE,999999-03733
CAPE CHARLES 5 ENE,999999-03739
GARRETT COUNTY AIRPORT,999999-03755
DURHAM 11 W,999999-03758
CHARLOTTESVILLE 2 SSE,999999-03759
AVONDALE 2 N,999999-03761
PENSACOLA SAUFLEY NAS,999999-03815
PENSACOLA ELLYSON FLD NAAS,999999-03840
JOHN DAY 35 WNW,999999-04125
ARCO 17 SW,999999-04126
MURPHY 10 W,999999-04127
RILEY 10 WSW,999999-04128
ST. MARY 1 SSW,999999-04130
MOOSE 1 NNE,999999-04131
SPOKANE 17 SSW,999999-04136
DILLON 18 WSW,999999-04137
BRIGHAM CITY 28 WNW,999999-04138
DENIO 52 WSW,999999-04139
LEWISTOWN 42 WSW,999999-04140
COOS BAY 8 SW,999999-04141
REDDING 12 WNW,999999-04222
DARRINGTON 21 NNE,999999-04223
CORVALLIS 10 SSW,999999-04236
QUINAULT 4 NE,999999-04237
SIOUX FALLS 14 NNE,999999-04990
GOODRIDGE 12 NNW,999999-04994
SAN JUAN NS,999999-11618
GOLD ROCK CREEK,999999-12712
ELEUTHERA ISLAND,999999-12713
GRAND TURK ISLAND,999999-12714
DAYTONA BEACH REGIONAL ARPT,999999-12834
BEEVILLE CHASE NAAS,999999-12925
CORPUS CHRISTI CABANISS NAAS,999999-12946
EDINBURG 17 NNE,999999-12987
PORT LYAUTEY,999999-13017
CHILLICOTHE 22 ENE,999999-13301
BERMUDA,999999-13602
FREDERICK,999999-13730
ANACOSTIA NAS,999999-13751
U.S. NAVAL ACADEMY,999999-13752
CHARLESTON KANAWHA ARPT,999999-13866
BRISTOL TRI CITY AIRPORT,999999-13877
WACO JAMES CONNALLY AFB,999999-13928
JACKSON 4 NW,999999-13956
JUNCTION,999999-13973
COLUMBIA MUNICIPAL AP,999999-13983
ST LOUIS LAMBERT INT'L ARPT,999999-13994
DOW AFB,999999-14601
OLD TOWN FAA AIRPORT,999999-14622
ALLENTOWN BETHLEHEM-EASTON AR,999999-14737
LAKEHURST NAS,999999-14780
NEW YORK FLOYD BENNE,999999-14786
QUONSET POINT NAS,999999-14788
SOUTH WEYMOUTH NAS,999999-14790
WILLOW GROVE NAS,999999-14793
GRAND RAPIDS,999999-14830
GROSSE ILE NAS,999999-14856
BURLINGTON MUNICIPAL AP,999999-14931
SIOUX CITY MUNICIPAL ARPT,999999-14943
THULE OP SITE,999999-17605
MAUNA LOA 5 NNE,999999-21514
HILO 5 S,999999-21515
PANTHER JUNCTION 2 N,999999-22016
BARBERS POINT,999999-22514
DENVER LOWRY AFB,999999-23012
BIGGS AFB,999999-23019
ROSWELL MUNI AP,999999-23043
ALAMOSA ARPT,999999-23061
OXNARD AAF,999999-23136
LOS ANGELES MUNICIPAL ARPT,999999-23174
MILFORD MUNICIPAL AP,999999-23176
WINSLOW MUNICIPAL AP,999999-23194
EL CENTRO NAF,999999-23199
MONTEREY NAF,999999-23245
TROY 2 W,999999-23801
THOMASVILLE 2 S,999999-23802
HOLLY SPRINGS 4 N,999999-23803
BATESVILLE 8 WNW,999999-23904
PORT ARANSAS 32 NNE,999999-23906
AUSTIN 33 NW,999999-23907
JOPLIN 24 N,999999-23908
SALEM 10 W,999999-23909
DICKINSON MUNICIPAL AP,999999-24012
BURNS FEDERAL BLDG,999999-24134
DILLON,999999-24138
MEACHUM EMERGENCY AP,999999-24152
STAMPEDE PASS,999999-24237
SEATTLE NAS,999999-24244
WHIDBEY ISLAND NAS,999999-24255
SITKA JAPONSKI AP,999999-25333
SUMMIT AIRPORT,999999-26414
YAKATAGA AP,999999-26445
FAIRBANKS 11 NE,999999-26494
FAREWELL FAA AP,999999-26519
BETTLES FIELD,999999-26533
HOLMAN ISLAND,999999-27102
SACHS HARBOUR,999999-27201
CHATEAUROUX,999999-34048
KOROR WSO,999999-40309
WEATHER SERVICE BUILDING,999999-40504
CHUUK WSO AP,999999-40505
WEATHER SERVICE OFFICE BUILDI,999999-40710
GUAM WFO,999999-41406
KWANDAE RI TEAM 840,999999-43220
FUSSA,999999-43313
YOKOSUKA,999999-43323
TUCSON 11 W,999999-53131
ELGIN 5 S,999999-53132
MERCURY 3 SSW,999999-53136
BAKER 5 W,999999-53138
STOVEPIPE WELLS 1 SW,999999-53139
TORREY 7 E,999999-53149
YOSEMITE VILLAGE 12 W,999999-53150
FALLBROOK 5 NE,999999-53151
SANTA BARBARA 11 W,999999-53152
YUMA 27 ENE,999999-53154
WILLIAMS 35 NNW,999999-53155
ASHEVILLE 8 SSW,999999-53877
ASHEVILLE 13 S,999999-53878
STILLWATER 2 W,999999-53926
LAFAYETTE 13 SE,999999-53960
MONROE 26 N,999999-53961
PALESTINE 6 WNW,999999-53968
MANHATTAN 6 SSW,999999-53974
DURHAM 2 N,999999-54794
DURHAM 2 SSW,999999-54795
KINGSTON 1 W,999999-54797
CHAMPAIGN 9 SW,999999-54808
CHATHAM 1 SE,999999-54810
SHABBONA 5 NNE,999999-54811
GAYLORD 9 SSW,999999-54854
DES MOINES 17 E,999999-54902
NECEDAH 5 WNW,999999-54903
SANDSTONE 6 W,999999-54932
ABERDEEN 35 WNW,999999-54933
JAMESTOWN 38 WSW,999999-54937
BLACKVILLE 3 W,999999-63826
NEWTON 8 W,999999-63828
NEWTON 11 SW,999999-63829
NEWTON 5 ENE,999999-63831
VERSAILLES 3 NNW,999999-63838
BOWLING GREEN 21 NNE,999999-63849
WATKINSVILLE 5 SSE,999999-63850
CROSSVILLE 7 NW,999999-63855
BRUNSWICK 23 S,999999-63856
GADSDEN 19 N,999999-63857
SELMA 13 WNW,999999-63858
VALLEY HEAD 1 SSW,999999-63862
CULLMAN 3 ENE,999999-63867
COURTLAND 2 WSW,999999-63868
FAIRHOPE 3 NE,999999-63869
CLANTON 2 NE,999999-63891
GAINESVILLE 2 NE,999999-63892
GREENSBORO 2 WNW,999999-63893
MUSCLE SHOALS 2 N,999999-63894
RUSSELLVILLE 4 SSE,999999-63895
SCOTTSBORO 2 NE,999999-63896
SELMA 6 SSE,999999-63897
BEDFORD 5 WNW,999999-63898
BREWTON 3 NNE,999999-63899
MILLBROOK 3 W,999999-64756
CRN ON EGBERT 1 W,999999-64757
ITHACA 13 E,999999-64758
HIGHLAND HOME 2 S,999999-73802
TALLADEGA 10 NNE,999999-73803
MCMURDO SOUND NAF              -,999999-87601
TITUSVILLE 7 E,999999-92821
EVERGLADES CITY 5 NE,999999-92826
SEBRING 23 SSE,999999-92827
ZUNI,999999-93044
EL TORO MCAS,999999-93101
LITCHFIELD PARK NAF,999999-93105
LOS ALAMITOS,999999-93106
SAN DIEGO MIRAMAR NAS,999999-93107
IMPERIAL BEACH REAM FIELD NAS,999999-93115
MERCED 23 WSW,999999-93243
BODEGA 6 WSW,999999-93245
NEW RIVER MCAS,999999-93727
SPARTANBURG,999999-93804
TALLAHASSEE DALE MABRY FIELD,999999-93805
CINCINNATI GREATER CINCINNATI,999999-93814
EFFINGHAM COUNTY MEMORIAL ARP,999999-93816
SPRINGFIELD CAPITAL AP,999999-93822
CECIL FIELD NAS,999999-93832
BRUNSWICK GLYNN CO A,999999-93836
MEMPHIS NAS,999999-93839
DALLAS HENSLEY FIELD NAS,999999-93901
OLATHE JOHNSON CO INDUSTRIAL,999999-93909
WOLF POINT 34 NE,999999-94059
WOLF POINT 29 ENE,999999-94060
NUNN 7 NNE,999999-94074
BOULDER 14 W,999999-94075
HARRISON 20 SSE,999999-94077
LANDER 11 SSE,999999-94078
WHITMAN 5 ENE,999999-94079
MEDORA 7 E,999999-94080
BUFFALO 13 ESE,999999-94081
DINOSAUR 2 E,999999-94082
NORTHGATE 5 ESE,999999-94084
PIERRE 24 S,999999-94085
SUNDANCE 8 NNW,999999-94088
OLD TOWN 2 W,999999-94644
LIMESTONE 4 NNW,999999-94645
MASSENA AP,999999-94725
NEW YORK CENTRAL PARK,999999-94728
LINCOLN 8 ENE,999999-94995
LINCOLN 11 SW,999999-94996
BRENHAM MUNICIPAL AIRPORT,A00002-53928
